latitude,longitude,elevation,slope,rainfall_24h,rainfall_72h,rainfall_intensity,soil_moisture,satellite_indicator,historical_landslide_occurrence,latent_risk_score,risk_level,risk_category,region_state
31.00842,77.077,2018.6,47.93,60.18,84.68,6.95,50.1,35.2,85.3,50.12,1,moderate,Himachal Pradesh
24.77502,93.79162,1071.3,49.09,8.81,10.55,0.52,26.61,27.1,87.01,35.37,0,low,Manipur
27.42399,88.45968,1600.8,51.67,47.71,117.99,5.54,48.77,43.53,89.13,55.5,1,moderate,Sikkim
25.47539,91.85212,1804.3,56.27,9.01,31.19,0.41,21.16,31.49,98.45,39.71,0,low,Meghalaya
25.60383,91.72012,2057.9,33.21,1.39,13.6,0.06,31.61,10.98,95.02,21.93,0,low,Meghalaya
27.15087,93.57343,585.7,41.44,1.57,12.93,0.08,35.43,18.87,76.78,27.49,0,low,Arunachal Pradesh
24.73917,93.80707,934.1,39.25,164.13,279.62,29.43,76.61,85.72,92.17,84.71,3,critical,Manipur
11.69451,76.08282,1084.3,55.23,71.23,126.74,4.97,56.31,48.94,98.64,57.28,1,moderate,Kerala
26.09804,91.76533,50.0,29.68,18.68,40.96,2.11,75.0,52.87,76.07,44.32,1,moderate,Assam
24.81589,93.8654,571.1,31.41,7.41,10.7,0.51,28.58,22.79,91.4,19.46,0,low,Manipur
31.13344,77.09724,2239.5,43.63,87.89,298.91,16.01,68.28,83.52,87.06,77.88,2,high,Himachal Pradesh
25.94468,91.68269,50.0,39.46,54.58,81.67,3.65,47.94,58.45,68.73,37.83,0,low,Assam
25.54264,91.97776,2077.1,41.94,7.87,11.68,0.45,32.96,35.23,86.73,30.48,0,low,Meghalaya
25.52453,91.94174,2024.3,32.97,204.92,514.67,63.47,87.53,86.72,84.43,100.0,3,critical,Meghalaya
11.65054,76.19016,942.7,57.43,67.84,143.02,9.47,35.0,51.55,78.85,51.74,1,moderate,Kerala
26.0853,91.74592,50.0,37.42,36.29,87.52,4.33,75.0,50.63,75.41,50.07,1,moderate,Assam
25.98891,91.64913,226.2,41.51,57.25,124.31,4.25,59.04,58.65,68.31,46.02,1,moderate,Assam
27.01461,93.52609,882.0,43.4,140.28,303.22,16.37,77.87,75.95,62.45,84.62,3,critical,Arunachal Pradesh
24.80968,93.86407,984.0,41.79,125.33,276.21,13.96,78.6,90.0,79.19,76.81,2,high,Manipur
25.65235,91.88962,2103.4,28.28,119.77,235.2,12.52,95.0,66.27,90.42,72.68,2,high,Meghalaya
24.8703,93.96753,853.1,42.92,130.09,331.02,15.27,73.98,74.75,83.92,81.69,3,critical,Manipur
31.1403,77.22003,2115.2,40.54,264.0,636.28,50.86,97.01,98.0,78.29,100.0,3,critical,Himachal Pradesh
26.99416,88.19335,1920.9,43.92,31.02,70.12,1.99,68.29,56.66,76.07,49.53,1,moderate,West Bengal
27.03608,88.22634,2100.2,58.95,4.72,32.48,0.36,32.14,25.19,83.75,40.04,1,moderate,West Bengal
27.01218,88.10395,1822.0,37.39,45.02,221.05,7.85,88.23,86.64,84.93,63.76,2,high,West Bengal
25.39829,91.77161,1840.4,38.24,38.3,100.01,2.41,61.07,42.77,82.6,38.69,0,low,Meghalaya
11.68587,76.03945,921.4,50.56,61.25,104.44,5.09,63.63,52.61,100.0,62.07,2,high,Kerala
27.07375,93.60352,993.2,36.8,5.26,17.4,0.29,10.0,35.77,61.06,20.16,0,low,Arunachal Pradesh
30.69728,79.01777,3523.9,61.71,1.75,21.0,0.07,26.2,30.15,89.98,41.94,1,moderate,Uttarakhand
24.88843,93.77491,856.9,31.03,38.12,86.96,5.32,61.01,49.21,77.81,41.13,1,moderate,Manipur
30.71661,78.99599,3443.2,61.19,200.43,347.03,99.71,86.58,98.0,97.75,100.0,3,critical,Uttarakhand
27.02466,93.57751,573.2,35.55,141.78,270.68,28.71,89.57,81.15,66.72,84.1,3,critical,Arunachal Pradesh
27.02388,93.58739,929.4,33.76,0.83,18.15,0.05,34.18,19.68,60.04,26.97,0,low,Arunachal Pradesh
27.08725,93.61576,910.6,30.16,268.37,584.03,44.92,86.58,89.67,57.29,100.0,3,critical,Arunachal Pradesh
11.76505,76.12465,660.5,49.68,1.29,3.81,0.06,32.38,21.13,97.29,26.17,0,low,Kerala
27.24178,88.57521,1730.0,49.2,37.91,89.33,3.31,47.34,57.59,75.62,43.96,1,moderate,Sikkim
11.47297,76.04727,858.0,48.33,40.46,65.91,3.88,44.59,61.35,91.43,45.07,1,moderate,Kerala
23.46089,93.25122,1557.8,32.67,108.69,300.44,15.43,89.41,83.24,74.0,74.46,2,high,Mizoram
25.55329,91.77802,2009.7,33.71,40.9,92.26,4.02,41.65,60.18,78.16,35.62,0,low,Meghalaya
31.06169,77.25496,2368.8,59.99,59.67,225.2,14.49,65.0,72.85,85.11,77.48,2,high,Himachal Pradesh
11.5927,75.93091,809.3,52.02,35.92,72.9,4.22,60.72,70.0,99.06,60.77,2,high,Kerala
25.48772,91.83908,1865.7,43.67,31.34,101.1,3.66,75.0,41.83,87.88,53.33,1,moderate,Meghalaya
31.14414,77.11856,2364.0,48.44,138.88,261.17,18.42,77.66,73.81,86.05,82.85,3,critical,Himachal Pradesh
27.46841,88.47562,1691.4,68.7,164.41,469.45,31.56,86.35,93.79,90.03,100.0,3,critical,Sikkim
24.757,93.89744,753.0,34.02,9.86,33.14,0.65,27.98,31.99,90.43,24.03,0,low,Manipur
24.95697,93.98771,750.7,44.39,10.2,19.26,0.46,31.08,18.0,77.48,26.82,0,low,Manipur
23.43931,93.22588,1808.4,48.67,5.43,12.23,0.34,29.07,24.53,61.32,28.03,0,low,Mizoram
23.45668,93.21766,1912.3,42.15,19.14,20.57,0.8,32.0,14.15,46.23,25.84,0,low,Mizoram
24.77789,93.85139,651.5,50.85,60.91,102.78,3.96,62.66,43.98,86.96,52.26,1,moderate,Manipur
31.13623,77.13061,2349.8,45.7,9.3,37.14,0.64,28.12,24.63,100.0,25.53,0,low,Himachal Pradesh
25.55129,91.748,1940.9,35.12,83.59,154.98,10.37,55.63,46.39,90.55,54.97,1,moderate,Meghalaya
25.32456,91.70518,1478.6,46.96,53.93,78.09,5.81,49.64,61.58,92.78,53.37,1,moderate,Meghalaya
23.39326,93.28865,1790.1,46.85,41.58,112.17,6.51,73.07,37.52,80.01,54.12,1,moderate,Mizoram
25.57256,94.14511,1432.1,45.37,48.32,94.42,7.01,35.0,62.86,78.76,51.24,1,moderate,Nagaland
25.72765,91.75799,1945.4,32.56,102.37,287.96,18.52,84.59,90.0,97.74,81.5,3,critical,Meghalaya
24.78199,93.83506,1006.9,34.12,46.64,113.62,5.11,58.66,51.88,77.94,39.47,0,low,Manipur
25.36468,91.63576,1680.1,60.19,71.73,150.09,8.68,45.81,39.5,97.88,66.13,2,high,Meghalaya
25.50046,91.89271,2105.4,51.32,8.17,45.57,0.49,27.79,30.14,84.53,35.17,0,low,Meghalaya
25.65654,94.12183,1607.0,53.14,214.13,478.96,93.28,96.02,89.87,74.48,100.0,3,critical,Nagaland
11.70773,76.1248,902.9,52.23,1.34,9.59,0.07,10.0,26.54,100.0,27.03,0,low,Kerala
25.44152,91.78071,1126.2,49.49,57.79,102.35,7.47,74.94,45.25,86.71,58.16,1,moderate,Meghalaya
23.31483,93.24878,1741.4,55.53,2.91,29.45,0.18,17.86,34.59,72.43,33.67,0,low,Mizoram
25.57557,91.90471,1848.0,33.02,8.98,14.28,0.71,25.16,28.78,100.0,18.18,0,low,Meghalaya
25.56904,91.77611,1811.9,51.22,50.9,119.12,7.66,61.43,36.62,100.0,59.85,1,moderate,Meghalaya
27.33324,88.67089,1631.9,49.2,98.56,186.07,20.9,75.21,71.13,87.55,75.84,2,high,Sikkim
27.35473,88.55528,1650.8,64.22,15.72,65.66,1.37,39.79,43.47,81.21,56.86,1,moderate,Sikkim
30.70725,79.18147,3808.8,42.8,208.52,409.49,24.68,72.44,55.0,90.49,98.48,3,critical,Uttarakhand
25.27331,91.76544,1572.7,39.83,40.99,88.38,3.99,55.84,54.32,95.79,48.59,1,moderate,Meghalaya
25.57287,93.91926,1384.6,49.24,88.4,209.95,8.85,69.5,61.07,72.42,66.04,2,high,Nagaland
27.39729,88.7083,1802.6,53.0,117.56,333.22,24.33,83.55,78.34,83.41,92.2,3,critical,Sikkim
25.62137,94.2464,1397.1,54.3,84.75,259.86,12.37,82.57,81.01,58.03,79.86,2,high,Nagaland
25.51215,91.86401,1905.7,48.46,49.25,119.27,3.81,55.13,55.79,93.96,55.35,1,moderate,Meghalaya
27.21343,88.59709,1655.2,60.95,260.88,620.16,43.67,83.97,88.69,76.94,100.0,3,critical,Sikkim
24.70892,93.93758,591.1,50.36,40.68,81.26,2.78,51.68,49.75,91.85,50.11,1,moderate,Manipur
27.37854,88.52385,1760.6,54.2,11.32,17.29,0.64,44.24,29.75,76.33,40.0,0,low,Sikkim
24.96529,93.96956,871.3,38.34,130.52,343.38,15.44,79.34,73.38,83.44,82.21,3,critical,Manipur
23.36471,93.32595,1652.4,39.47,45.55,98.59,6.86,58.07,54.6,84.73,46.83,1,moderate,Mizoram
27.41067,88.61753,1549.7,40.84,165.99,296.6,17.79,68.39,88.16,88.68,75.44,2,high,Sikkim
30.63674,79.00522,3710.5,61.28,161.98,340.67,21.78,71.29,76.68,83.64,97.29,3,critical,Uttarakhand
25.61954,94.27122,1693.9,51.85,156.02,312.62,16.64,65.73,86.39,75.26,85.67,3,critical,Nagaland
31.11169,77.17192,1966.7,55.48,304.34,536.25,65.79,96.87,93.84,91.57,100.0,3,critical,Himachal Pradesh
26.21498,91.67754,372.5,27.03,59.27,143.27,5.49,51.75,60.03,59.23,43.51,1,moderate,Assam
31.08331,77.22248,2430.3,60.71,44.65,101.99,5.07,54.46,48.07,92.08,56.42,1,moderate,Himachal Pradesh
26.18681,91.71902,163.4,42.46,127.95,314.94,15.68,95.0,86.39,62.03,78.67,2,high,Assam
25.35831,91.76801,1429.6,43.29,57.52,134.25,4.08,57.87,65.9,83.26,55.2,1,moderate,Meghalaya
26.09449,91.65605,50.0,28.64,44.16,90.85,3.22,63.26,40.34,78.38,41.3,1,moderate,Assam
25.68049,94.06395,1558.0,44.11,90.23,260.74,21.77,77.1,68.67,83.74,80.19,3,critical,Nagaland
25.52005,91.77696,1899.0,42.26,111.29,320.5,27.09,81.93,89.34,96.7,89.74,3,critical,Meghalaya
27.0361,93.59678,747.8,27.32,106.81,326.71,15.94,79.45,64.71,65.88,73.11,2,high,Arunachal Pradesh
25.71914,94.11874,1379.2,49.18,43.5,148.28,3.4,48.43,35.1,70.57,51.67,1,moderate,Nagaland
25.6708,94.099,1343.2,36.06,108.24,274.04,22.04,66.73,86.66,75.31,76.4,2,high,Nagaland
24.84908,94.12825,894.9,48.74,0.2,40.34,0.01,38.5,20.59,97.01,39.72,0,low,Manipur
30.75951,79.08437,3554.6,75.0,84.12,153.8,13.86,75.0,45.99,96.54,88.34,3,critical,Uttarakhand
24.97311,93.77076,758.4,39.29,63.85,98.75,7.6,51.94,30.0,80.78,47.37,1,moderate,Manipur
24.95222,93.97484,659.4,43.44,144.46,349.35,20.59,78.13,78.1,84.01,89.14,3,critical,Manipur
23.33021,93.24725,2019.4,46.2,56.92,140.31,9.27,53.01,53.55,68.74,51.03,1,moderate,Mizoram
30.65568,78.98199,3561.4,58.75,30.05,33.66,1.98,50.0,24.77,83.36,40.32,1,moderate,Uttarakhand
30.69132,79.01302,3521.5,57.58,3.49,11.88,0.22,37.61,16.21,100.0,40.11,1,moderate,Uttarakhand
25.46593,91.86091,1939.5,40.68,122.27,236.1,22.61,71.72,90.0,85.25,75.3,2,high,Meghalaya
25.64855,94.15489,1305.6,26.37,5.08,15.61,0.32,31.66,38.19,83.66,23.15,0,low,Nagaland
24.8489,93.89195,954.1,27.11,5.9,6.95,0.33,38.41,29.11,85.47,27.19,0,low,Manipur
26.86716,88.35925,2162.0,51.47,160.01,309.03,21.91,82.32,68.36,80.77,98.11,3,critical,West Bengal
11.7468,76.06892,1063.5,52.78,154.7,355.44,26.14,72.42,66.47,100.0,95.38,3,critical,Kerala
26.11864,91.86408,115.5,37.65,38.94,157.35,4.63,57.12,65.68,70.34,49.53,1,moderate,Assam
23.32794,93.34973,1879.5,57.44,56.7,115.68,3.96,73.4,53.94,67.97,60.53,2,high,Mizoram
11.59245,76.31866,960.1,49.7,8.05,13.31,0.53,31.29,22.64,79.94,33.43,0,low,Kerala
26.21233,91.85557,169.9,35.81,56.21,127.31,4.3,45.32,45.33,56.55,40.2,1,moderate,Assam
25.76709,94.11889,1515.8,43.05,14.53,20.12,0.67,36.4,10.74,90.57,31.86,0,low,Nagaland
27.0967,93.6072,732.9,51.05,62.82,119.57,4.78,58.14,57.25,64.79,55.55,1,moderate,Arunachal Pradesh
25.59073,94.09872,1565.0,29.18,11.63,85.5,0.5,26.65,32.11,67.81,27.44,0,low,Nagaland
26.92484,88.20939,2186.2,44.83,111.14,288.48,15.18,95.0,90.0,79.94,89.66,3,critical,West Bengal
27.28043,88.38454,1618.1,49.7,135.86,275.83,18.6,88.34,71.59,87.0,96.48,3,critical,Sikkim
30.7182,79.02869,3757.7,51.28,120.71,250.09,22.66,81.16,72.98,100.0,84.38,3,critical,Uttarakhand
30.757,78.9734,3381.7,45.78,11.88,16.41,0.71,32.48,32.35,91.43,29.03,0,low,Uttarakhand
24.79948,93.8128,845.2,36.34,200.63,352.95,30.76,83.67,85.24,85.49,96.44,3,critical,Manipur
11.72551,76.04479,1062.1,40.46,199.47,534.73,82.87,90.08,83.13,86.49,100.0,3,critical,Kerala
26.11824,91.68023,243.3,37.14,2.15,55.25,0.12,36.75,28.12,66.07,26.87,0,low,Assam
30.66323,78.95918,3692.0,58.45,53.25,125.94,4.09,75.0,30.0,100.0,66.05,2,high,Uttarakhand
25.55844,94.08853,1316.1,54.87,7.66,26.41,0.46,26.86,25.43,82.85,39.0,0,low,Nagaland
25.78488,93.98352,1452.9,28.27,51.51,71.34,3.09,21.61,24.68,60.76,31.86,0,low,Nagaland
25.42363,91.63217,1440.7,37.65,31.23,117.97,2.23,69.19,70.0,86.43,45.79,1,moderate,Meghalaya
30.78244,79.05899,3795.5,54.36,34.44,87.61,2.57,46.99,47.61,94.73,50.19,1,moderate,Uttarakhand
27.01769,93.76308,568.1,34.32,135.2,282.15,15.42,76.66,59.58,68.44,75.29,2,high,Arunachal Pradesh
26.82691,88.29527,2008.9,45.59,14.91,37.11,0.73,22.38,18.02,81.05,28.19,0,low,West Bengal
25.53141,91.99845,1939.8,44.42,38.94,85.91,3.9,55.82,56.97,96.0,48.27,1,moderate,Meghalaya
27.08167,93.56393,711.6,31.51,76.69,238.34,13.78,73.38,65.52,52.66,56.73,1,moderate,Arunachal Pradesh
26.16559,91.80542,537.9,42.85,96.98,275.73,12.42,72.19,75.48,60.64,68.36,2,high,Assam
27.06798,93.72269,678.7,35.89,2.91,3.61,0.17,26.56,45.0,48.73,24.48,0,low,Arunachal Pradesh
25.27042,91.73376,1362.5,52.98,213.59,451.48,45.57,94.68,77.26,83.46,100.0,3,critical,Meghalaya
25.62852,91.76998,1897.6,50.22,118.56,292.87,21.94,87.39,90.0,87.52,89.43,3,critical,Meghalaya
24.85156,93.83578,706.8,42.61,8.11,22.38,0.47,42.86,22.68,91.17,35.35,0,low,Manipur
27.00745,88.15876,2081.2,59.58,5.13,19.13,0.39,36.58,21.23,92.1,44.21,1,moderate,West Bengal
25.4139,91.90158,2015.4,51.3,3.91,10.4,0.31,16.57,15.68,86.44,34.91,0,low,Meghalaya
25.52273,91.96103,1908.0,43.82,117.62,287.86,12.13,84.02,87.37,95.38,82.59,3,critical,Meghalaya
30.75345,79.14653,3794.3,53.63,10.99,21.21,0.61,23.58,15.57,94.58,33.69,0,low,Uttarakhand
27.3417,88.6573,1750.2,60.75,119.36,272.05,22.34,70.83,84.99,100.0,92.23,3,critical,Sikkim
26.02925,91.71337,105.3,25.14,128.39,301.83,13.47,85.45,77.02,72.94,73.81,2,high,Assam
27.03354,88.22756,2122.8,39.21,33.04,78.86,2.83,43.09,46.6,69.62,41.02,1,moderate,West Bengal
27.0606,88.33877,1930.6,41.27,220.41,603.31,45.57,91.19,86.62,72.29,100.0,3,critical,West Bengal
27.29184,88.66495,1754.4,53.53,31.15,114.47,3.18,51.26,48.97,89.06,50.68,1,moderate,Sikkim
31.19578,77.21923,1984.8,57.7,44.51,114.33,3.54,64.04,50.62,90.52,61.7,2,high,Himachal Pradesh
25.48841,91.81165,1882.4,31.07,178.47,332.32,41.57,83.07,86.77,78.72,100.0,3,critical,Meghalaya
23.45421,93.35514,1789.0,36.92,295.12,574.2,56.45,98.61,87.76,70.49,100.0,3,critical,Mizoram
26.09119,91.72579,224.8,21.77,85.82,301.21,19.16,78.59,78.28,78.87,70.76,2,high,Assam
27.40984,88.57773,1831.7,43.74,37.65,123.51,2.9,53.13,52.11,88.01,47.26,1,moderate,Sikkim
24.7946,94.02873,576.8,42.76,29.27,30.55,1.45,38.7,21.66,66.74,28.29,0,low,Manipur
27.42541,88.51429,1302.5,56.98,113.47,306.79,17.97,75.4,60.24,86.57,88.98,3,critical,Sikkim
26.05972,91.80911,50.0,50.58,29.09,83.02,1.82,35.0,37.64,70.22,39.93,0,low,Assam
30.62395,78.98743,3644.5,44.16,5.46,40.74,0.34,40.68,14.62,92.75,37.33,0,low,Uttarakhand
27.16141,93.58188,643.3,52.01,8.21,71.85,0.76,67.15,57.3,47.15,45.81,1,moderate,Arunachal Pradesh
25.52294,94.10877,1488.6,54.64,147.23,293.07,21.65,85.49,75.41,92.56,96.94,3,critical,Nagaland
25.57913,91.87441,1960.9,51.57,7.06,37.77,0.48,14.92,30.36,97.13,34.47,0,low,Meghalaya
27.04503,88.40576,2136.1,44.1,19.06,103.55,1.73,42.29,36.21,84.59,41.7,1,moderate,West Bengal
27.12534,88.23249,2332.9,50.53,20.62,63.71,1.39,67.95,52.23,89.24,47.49,1,moderate,West Bengal
25.2754,91.61602,1348.3,48.89,29.74,80.3,1.37,33.76,20.19,82.79,38.58,0,low,Meghalaya
25.65116,94.07901,1318.4,39.5,4.82,9.06,0.25,12.4,25.1,83.63,25.16,0,low,Nagaland
25.52032,91.90574,2049.1,42.05,32.87,70.59,3.6,71.14,39.53,89.34,50.78,1,moderate,Meghalaya
23.50119,93.39555,1814.1,56.65,39.35,93.99,3.63,49.35,43.46,67.18,55.02,1,moderate,Mizoram
25.7464,94.14438,1526.2,43.34,39.66,81.39,3.4,44.38,41.15,86.17,39.29,0,low,Nagaland
26.11165,91.90677,286.0,40.66,59.76,129.5,4.92,61.17,45.78,75.2,50.65,1,moderate,Assam
26.08391,91.76895,50.0,28.85,37.44,111.82,5.5,72.76,46.29,59.02,50.88,1,moderate,Assam
26.17112,91.78296,50.0,38.08,11.74,12.06,0.85,20.44,33.17,80.8,29.22,0,low,Assam
31.14481,77.07157,2446.4,63.17,46.16,130.58,4.09,65.02,66.03,95.01,63.08,2,high,Himachal Pradesh
23.35974,93.37696,1682.4,56.47,34.1,85.9,4.26,39.38,66.74,73.78,51.86,1,moderate,Mizoram
25.55213,91.7881,1866.0,26.75,78.16,171.5,5.99,58.69,69.74,84.29,53.25,1,moderate,Meghalaya
25.353,91.6892,1389.5,40.17,12.81,31.91,0.65,33.77,28.31,88.45,36.96,0,low,Meghalaya
26.12136,91.72543,50.0,37.51,47.71,110.45,3.06,73.13,70.0,68.23,50.43,1,moderate,Assam
24.92574,93.96558,901.1,32.76,144.31,380.53,17.78,72.76,76.29,83.97,83.99,3,critical,Manipur
23.43031,93.29093,1634.7,38.74,146.96,236.19,23.88,86.97,79.75,83.19,86.85,3,critical,Mizoram
23.59693,93.37018,1497.5,39.11,7.01,14.66,0.44,15.11,28.29,71.66,25.08,0,low,Mizoram
25.5817,91.70325,1877.3,46.9,14.23,15.66,0.78,42.72,23.54,81.63,33.31,0,low,Meghalaya
11.77452,76.14119,871.0,58.85,153.18,461.2,65.02,93.76,76.5,84.35,100.0,3,critical,Kerala
25.50885,91.97846,1955.8,34.74,201.79,491.41,65.31,96.98,98.0,89.47,100.0,3,critical,Meghalaya
26.98724,88.11239,2389.7,49.27,103.93,330.5,14.75,72.1,62.96,87.27,81.19,3,critical,West Bengal
27.03565,93.70595,618.0,22.26,25.15,31.69,1.9,29.11,18.61,49.56,23.03,0,low,Arunachal Pradesh
27.2676,88.56163,1986.1,45.5,29.34,92.38,2.12,59.65,36.2,82.38,43.89,1,moderate,Sikkim
24.6946,93.94601,658.8,43.18,42.67,85.51,6.58,66.18,59.56,96.42,46.26,1,moderate,Manipur
25.47134,91.8263,2045.4,41.14,159.4,410.17,36.66,65.0,72.19,84.39,94.51,3,critical,Meghalaya
26.31361,91.77942,138.2,37.91,59.96,83.2,4.29,71.85,60.17,71.17,51.01,1,moderate,Assam
25.27482,91.92706,1401.1,50.41,167.41,533.45,33.17,86.25,93.54,91.72,100.0,3,critical,Meghalaya
26.97152,93.67944,635.4,37.46,53.2,100.84,5.05,56.67,54.52,63.48,41.77,1,moderate,Arunachal Pradesh
27.29666,88.57882,1666.3,43.45,41.77,103.52,2.64,35.0,46.91,86.22,39.81,0,low,Sikkim
25.55978,91.94093,1743.3,34.61,135.99,354.71,15.11,65.0,66.0,94.71,76.76,2,high,Meghalaya
11.74296,76.12132,805.5,24.85,253.66,573.49,56.43,95.38,75.0,77.59,100.0,3,critical,Kerala
26.94776,88.1256,2027.5,33.01,152.05,272.56,25.87,91.24,68.71,70.66,89.55,3,critical,West Bengal
25.68182,94.03335,1207.3,39.75,35.3,108.19,4.88,43.41,55.94,69.78,42.71,1,moderate,Nagaland
30.87878,79.0472,3624.0,73.21,21.98,103.65,2.47,40.12,45.46,82.37,63.73,2,high,Uttarakhand
31.13351,77.17164,2278.8,58.8,147.08,275.57,19.03,84.84,79.42,100.0,96.04,3,critical,Himachal Pradesh
25.68349,94.06741,1423.5,45.46,1.18,19.2,0.09,50.0,21.77,76.56,36.13,0,low,Nagaland
25.62676,91.85305,1891.0,36.1,24.97,26.19,1.46,29.21,32.53,84.55,30.0,0,low,Meghalaya
27.06417,88.36897,1850.9,36.99,8.38,23.09,0.48,22.4,23.17,80.6,21.75,0,low,West Bengal
23.48357,93.32178,1608.1,49.96,112.9,296.72,19.36,77.92,81.05,74.79,85.28,3,critical,Mizoram
25.65291,91.93283,1912.0,57.88,23.95,107.91,1.62,54.79,47.98,72.58,51.68,1,moderate,Meghalaya
25.20423,91.63246,1344.6,47.01,44.85,129.03,3.2,47.06,46.08,83.49,45.83,1,moderate,Meghalaya
27.00893,88.13499,1901.7,48.6,99.92,261.72,10.32,95.0,77.18,72.83,82.62,3,critical,West Bengal
25.23421,91.83248,1440.2,54.82,94.61,307.96,10.03,76.58,71.65,95.88,82.44,3,critical,Meghalaya
25.73108,94.17679,1270.4,53.06,1.03,8.32,0.04,16.3,40.71,66.6,34.19,0,low,Nagaland
30.68453,79.03834,3620.0,52.6,37.46,76.47,4.84,66.38,55.57,85.73,56.38,1,moderate,Uttarakhand
27.26754,88.57094,1342.1,46.2,114.74,312.95,22.07,81.36,74.85,84.52,84.51,3,critical,Sikkim
24.81979,93.98196,558.0,47.93,13.12,18.71,0.71,39.84,30.9,72.97,37.51,0,low,Manipur
25.67225,94.23611,1574.9,42.49,107.55,257.58,13.29,90.21,70.61,66.96,74.3,2,high,Nagaland
24.83447,93.74056,783.1,36.77,57.74,118.64,8.25,47.34,59.6,75.3,44.18,1,moderate,Manipur
23.29792,93.22262,1652.9,42.62,51.95,119.49,4.24,52.86,60.67,76.1,48.7,1,moderate,Mizoram
27.09025,88.38303,2221.3,52.67,0.87,9.35,0.04,37.21,19.95,81.89,33.5,0,low,West Bengal
26.92859,88.26789,2103.1,46.07,18.53,20.42,0.94,16.1,20.06,81.87,29.83,0,low,West Bengal
11.73654,76.19908,993.2,36.84,67.03,229.38,9.89,83.02,66.81,92.24,62.93,2,high,Kerala
11.7517,75.99266,1192.0,46.31,103.77,328.17,10.76,65.0,62.97,87.61,75.73,2,high,Kerala
27.11614,88.38263,2145.0,53.09,46.88,114.96,7.66,73.7,60.37,78.26,65.1,2,high,West Bengal
25.63751,94.07468,1350.0,42.22,69.94,152.13,4.62,61.0,54.66,89.22,51.85,1,moderate,Nagaland
27.3432,88.70057,1624.8,53.2,57.04,142.01,4.53,53.26,54.46,88.25,55.97,1,moderate,Sikkim
25.99704,91.65819,50.0,32.95,40.66,97.62,4.0,57.45,60.24,67.7,40.38,1,moderate,Assam
24.8017,93.99409,739.0,56.74,5.8,21.52,0.39,23.15,5.0,78.51,31.83,0,low,Manipur
25.41039,91.73147,1463.8,53.54,171.08,430.67,26.04,82.81,82.75,81.85,100.0,3,critical,Meghalaya
25.32036,91.66565,1564.3,42.95,256.92,648.47,114.21,91.4,84.38,94.03,100.0,3,critical,Meghalaya
31.24917,77.28792,2637.9,52.84,41.23,98.37,4.15,62.86,68.09,96.45,58.54,1,moderate,Himachal Pradesh
11.70731,76.25165,820.4,52.36,142.98,392.18,33.24,88.38,83.04,89.17,100.0,3,critical,Kerala
25.64756,94.16314,1304.9,35.36,17.01,20.84,0.89,15.36,35.39,79.83,24.8,0,low,Nagaland
11.71664,76.16346,1033.9,55.53,155.06,374.63,29.43,95.0,85.15,94.99,100.0,3,critical,Kerala
25.57427,91.90135,1964.0,49.13,50.05,101.58,4.06,36.29,42.4,79.62,44.0,1,moderate,Meghalaya
24.89849,93.85323,606.8,34.63,130.67,349.89,13.87,86.54,90.0,82.39,84.24,3,critical,Manipur
11.72669,76.09181,780.1,62.21,28.82,43.86,1.34,27.22,34.65,100.0,42.05,1,moderate,Kerala
26.25541,91.85503,98.8,36.9,71.65,334.71,10.67,73.45,86.72,70.65,71.87,2,high,Assam
27.11306,88.32233,2073.2,40.19,70.61,288.38,12.96,76.16,71.37,84.51,73.12,2,high,West Bengal
25.67756,94.15594,1446.3,31.31,91.45,349.24,10.23,71.38,83.12,72.76,64.77,2,high,Nagaland
25.61871,91.88007,1889.5,31.56,7.0,31.27,0.4,13.59,34.59,77.85,22.42,0,low,Meghalaya
27.06654,93.48635,733.3,41.96,113.47,306.16,15.53,79.88,74.91,50.53,75.32,2,high,Arunachal Pradesh
25.49214,91.8005,2053.0,41.74,31.41,83.41,4.68,35.0,43.63,91.64,42.71,1,moderate,Meghalaya
25.29584,91.72512,1505.0,43.73,31.85,115.87,2.27,58.4,42.04,100.0,50.42,1,moderate,Meghalaya
24.81209,93.91288,645.7,45.18,113.13,250.87,13.49,74.06,68.73,77.9,73.04,2,high,Manipur
27.26081,88.71202,1472.1,58.66,30.39,67.61,2.53,65.86,70.0,95.56,55.46,1,moderate,Sikkim
30.92817,77.30013,2232.7,48.51,32.92,101.53,2.92,41.27,43.03,89.72,49.59,1,moderate,Himachal Pradesh
27.05331,88.20103,1979.4,46.66,137.08,318.45,15.61,79.36,84.39,88.7,80.72,3,critical,West Bengal
23.48908,93.33889,1552.0,40.03,11.41,28.42,0.59,22.73,22.62,73.01,29.29,0,low,Mizoram
25.50867,91.7194,2034.8,32.95,6.53,39.32,0.35,30.0,15.97,77.3,28.45,0,low,Meghalaya
24.85641,93.95522,810.2,54.09,4.27,9.79,0.26,25.82,34.07,84.16,32.87,0,low,Manipur
24.71244,93.94787,763.1,41.42,2.59,8.32,0.12,32.41,7.66,89.57,26.71,0,low,Manipur
25.19281,91.78488,1588.8,33.93,128.23,460.24,24.97,82.0,98.0,82.53,88.99,3,critical,Meghalaya
27.10475,88.28097,2218.9,47.91,33.71,89.01,2.75,68.51,62.51,75.58,50.94,1,moderate,West Bengal
27.09979,88.26648,1937.9,47.84,239.7,556.66,61.98,82.0,87.9,75.23,100.0,3,critical,West Bengal
